board,architecture,quant_mode,case,model,setup,group,flash_bytes,ram_bytes,flash_pct,ram_pct
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_fp32,unclassified,12963,46447,8.1,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_int8,backbone,33416,0,21.28,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_int8,head,1748,0,1.11,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_int8,frontend,8766,9240,5.58,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_int8,dsp_library,14650,0,9.33,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_int8,platform,87911,1545,55.99,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_int8,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,238a49a973a3,true_int8_h8_qabar_knn16_int8,unclassified,12963,46455,8.26,81.16
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_euclidean_fp32,backbone,31818,0,20.43,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_euclidean_fp32,head,868,0,0.56,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_euclidean_fp32,frontend,8766,9240,5.63,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_euclidean_fp32,dsp_library,14650,0,9.4,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_euclidean_fp32,platform,89163,1545,57.24,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_euclidean_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_euclidean_fp32,unclassified,12963,53743,8.32,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_knn16_fp32,backbone,31818,0,19.93,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_knn16_fp32,head,4748,0,2.97,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_knn16_fp32,frontend,8766,9240,5.49,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_knn16_fp32,dsp_library,14650,0,9.18,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_knn16_fp32,platform,89163,1545,55.85,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_knn16_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qab_knn16_fp32,unclassified,12963,53743,8.12,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_euclidean_fp32,backbone,34124,0,21.69,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_euclidean_fp32,head,868,0,0.55,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_euclidean_fp32,frontend,8766,9240,5.57,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_euclidean_fp32,dsp_library,14650,0,9.31,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_euclidean_fp32,platform,88391,1545,56.19,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_euclidean_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_euclidean_fp32,unclassified,12965,53743,8.24,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_knn16_fp32,backbone,34124,0,21.17,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_knn16_fp32,head,4748,0,2.95,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_knn16_fp32,frontend,8766,9240,5.44,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_knn16_fp32,dsp_library,14650,0,9.09,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_knn16_fp32,platform,88391,1545,54.84,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_knn16_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_perchannel_qabar_knn16_fp32,unclassified,12965,53743,8.04,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_euclidean_fp32,backbone,29442,0,19.18,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_euclidean_fp32,head,868,0,0.57,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_euclidean_fp32,frontend,8766,9240,5.71,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_euclidean_fp32,dsp_library,14650,0,9.54,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_euclidean_fp32,platform,89291,1545,58.16,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_euclidean_fp32,instrumentation,392,0,0.26,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_euclidean_fp32,unclassified,12963,53743,8.44,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_knn16_fp32,backbone,29442,0,18.7,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_knn16_fp32,head,4748,0,3.02,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_knn16_fp32,frontend,8766,9240,5.57,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_knn16_fp32,dsp_library,14650,0,9.31,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_knn16_fp32,platform,89291,1545,56.73,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_knn16_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qab_knn16_fp32,unclassified,12963,53743,8.24,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_euclidean_fp32,backbone,31238,0,20.21,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_euclidean_fp32,head,868,0,0.56,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_euclidean_fp32,frontend,8766,9240,5.67,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_euclidean_fp32,dsp_library,14650,0,9.48,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_euclidean_fp32,platform,88519,1545,57.27,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_euclidean_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_euclidean_fp32,unclassified,12963,53743,8.39,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_knn16_fp32,backbone,31238,0,19.72,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_knn16_fp32,head,4748,0,3.0,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_knn16_fp32,frontend,8766,9240,5.53,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_knn16_fp32,dsp_library,14650,0,9.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_knn16_fp32,platform,88519,1545,55.87,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_knn16_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_actboundaries_qabar_knn16_fp32,unclassified,12963,53743,8.18,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_euclidean_fp32,backbone,29274,0,19.1,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_euclidean_fp32,head,868,0,0.57,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_euclidean_fp32,frontend,8766,9240,5.72,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_euclidean_fp32,dsp_library,14650,0,9.56,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_euclidean_fp32,platform,89163,1545,58.19,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_euclidean_fp32,instrumentation,392,0,0.26,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_euclidean_fp32,unclassified,12963,53743,8.46,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_knn16_fp32,backbone,29274,0,18.63,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_knn16_fp32,head,4748,0,3.02,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_knn16_fp32,frontend,8766,9240,5.58,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_knn16_fp32,dsp_library,14650,0,9.32,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_knn16_fp32,platform,89163,1545,56.75,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_knn16_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qab_knn16_fp32,unclassified,12963,53743,8.25,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_euclidean_fp32,backbone,31058,0,20.14,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_euclidean_fp32,head,868,0,0.56,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_euclidean_fp32,frontend,8766,9240,5.68,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_euclidean_fp32,dsp_library,14650,0,9.5,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_euclidean_fp32,platform,88391,1545,57.31,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_euclidean_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_euclidean_fp32,unclassified,12963,53743,8.4,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_knn16_fp32,backbone,31058,0,19.64,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_knn16_fp32,head,4748,0,3.0,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_knn16_fp32,frontend,8766,9240,5.54,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_knn16_fp32,dsp_library,14650,0,9.26,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_knn16_fp32,platform,88391,1545,55.9,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_knn16_fp32,instrumentation,392,0,0.25,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,238a49a973a3,w_all_pertensor_qabar_knn16_fp32,unclassified,12963,53743,8.2,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_euclidean_fp32,backbone,214026,0,63.32,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_euclidean_fp32,head,868,0,0.26,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_euclidean_fp32,frontend,8766,9240,2.59,13.99
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_euclidean_fp32,dsp_library,14650,0,4.33,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_euclidean_fp32,platform,89163,1545,26.38,2.34
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_euclidean_fp32,instrumentation,392,0,0.12,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_euclidean_fp32,unclassified,12963,55279,3.84,83.67
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_knn16_fp32,backbone,214026,0,62.61,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_knn16_fp32,head,4748,0,1.39,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_knn16_fp32,frontend,8766,9240,2.56,13.99
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_knn16_fp32,dsp_library,14650,0,4.29,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_knn16_fp32,platform,89163,1545,26.08,2.34
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_knn16_fp32,instrumentation,392,0,0.11,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,b77482e85dc3,full_fp32_knn16_fp32,unclassified,12963,55279,3.79,83.67
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_fp32,backbone,64052,0,34.3,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_fp32,head,868,0,0.46,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_fp32,frontend,8766,9240,4.69,15.49
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_fp32,dsp_library,14650,0,7.84,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_fp32,platform,87907,1545,47.07,2.59
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_fp32,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_fp32,unclassified,12963,48879,6.94,81.92
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_int8,backbone,64052,0,34.32,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_int8,head,760,0,0.41,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_int8,frontend,8766,9240,4.7,15.48
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_int8,dsp_library,14650,0,7.85,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_int8,platform,87907,1545,47.1,2.59
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_int8,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_euclidean_int8,unclassified,12963,48887,6.95,81.93
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_fp32,backbone,64052,0,33.6,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_fp32,head,4748,0,2.49,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_fp32,frontend,8766,9240,4.6,15.49
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_fp32,dsp_library,14650,0,7.68,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_fp32,platform,87907,1545,46.11,2.59
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_fp32,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_fp32,unclassified,12963,48879,6.8,81.92
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_int8,backbone,64052,0,34.14,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_int8,head,1748,0,0.93,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_int8,frontend,8766,9240,4.67,15.48
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_int8,dsp_library,14650,0,7.81,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_int8,platform,87907,1545,46.85,2.59
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_int8,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qab_knn16_int8,unclassified,12963,48887,6.91,81.93
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_fp32,backbone,59560,0,32.68,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_fp32,head,868,0,0.48,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_fp32,frontend,8766,9240,4.81,15.49
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_fp32,dsp_library,14650,0,8.04,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_fp32,platform,87907,1545,48.23,2.59
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_fp32,instrumentation,392,0,0.22,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_fp32,unclassified,12963,48879,7.11,81.92
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_int8,backbone,59560,0,32.7,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_int8,head,760,0,0.42,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_int8,frontend,8766,9240,4.81,15.48
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_int8,dsp_library,14650,0,8.04,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_int8,platform,87907,1545,48.26,2.59
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_int8,instrumentation,392,0,0.22,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_euclidean_int8,unclassified,12963,48887,7.12,81.93
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_fp32,backbone,59560,0,32.0,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_fp32,head,4748,0,2.55,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_fp32,frontend,8766,9240,4.71,15.49
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_fp32,dsp_library,14650,0,7.87,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_fp32,platform,87907,1545,47.23,2.59
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_fp32,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_fp32,unclassified,12963,48879,6.96,81.92
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_int8,backbone,59560,0,32.52,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_int8,head,1748,0,0.95,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_int8,frontend,8766,9240,4.79,15.48
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_int8,dsp_library,14650,0,8.0,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_int8,platform,87907,1545,48.0,2.59
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_int8,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h16_qabar_knn16_int8,unclassified,12963,48887,7.08,81.93
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_fp32,backbone,64044,0,34.29,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_fp32,head,868,0,0.46,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_fp32,frontend,8766,9240,4.69,16.04
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_fp32,dsp_library,14650,0,7.84,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_fp32,platform,87907,1545,47.07,2.68
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_fp32,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_fp32,unclassified,12963,46831,6.94,81.28
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_int8,backbone,64044,0,34.31,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_int8,head,760,0,0.41,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_int8,frontend,8766,9240,4.7,16.03
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_int8,dsp_library,14650,0,7.85,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_int8,platform,87907,1545,47.1,2.68
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_int8,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_euclidean_int8,unclassified,12963,46839,6.95,81.28
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_fp32,backbone,64044,0,33.6,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_fp32,head,4748,0,2.49,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_fp32,frontend,8766,9240,4.6,16.04
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_fp32,dsp_library,14650,0,7.69,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_fp32,platform,87907,1545,46.11,2.68
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_fp32,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_fp32,unclassified,12963,46831,6.8,81.28
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_int8,backbone,64044,0,34.13,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_int8,head,1748,0,0.93,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_int8,frontend,8766,9240,4.67,16.03
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_int8,dsp_library,14650,0,7.81,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_int8,platform,87907,1545,46.85,2.68
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_int8,instrumentation,392,0,0.21,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,b77482e85dc3,true_int8_h8_qab_knn16_int8,unclassified,12963,46839,6.91,81.28
