held_out_case,d_state,n_layers,expand,selective,discretization,horizon_k,target,config_name,model_hash
3,16,1,2,False,zoh,2,absolute,2fb518064107.yaml,be19c103cc83
4,16,1,2,False,zoh,2,absolute,2fb518064107.yaml,d5ee6f7e2c12
1,16,1,2,False,zoh,5,residual,1fffe018c848.yaml,948175024ac4
2,16,1,2,False,zoh,5,residual,1fffe018c848.yaml,2b9565487d02
3,16,1,2,False,zoh,5,residual,1fffe018c848.yaml,01e68342fa37
4,16,1,2,False,zoh,5,residual,1fffe018c848.yaml,7aef13d55aaa
1,16,1,2,False,zoh,5,absolute,d4c7bbcf638d.yaml,1629e84c37fb
2,16,1,2,False,zoh,5,absolute,d4c7bbcf638d.yaml,9d325007490e
3,16,1,2,False,zoh,5,absolute,d4c7bbcf638d.yaml,fc7158287281
4,16,1,2,False,zoh,5,absolute,d4c7bbcf638d.yaml,0b7697c276e6
1,16,1,2,False,euler,2,residual,5b2a781d294a.yaml,a7ad8fa4af9f
2,16,1,2,False,euler,2,residual,5b2a781d294a.yaml,1c025d78d96b
3,16,1,2,False,euler,2,residual,5b2a781d294a.yaml,89ce9257c6d3
4,16,1,2,False,euler,2,residual,5b2a781d294a.yaml,404f3ecc788c
1,16,1,2,False,euler,2,absolute,74ca205a014f.yaml,de9a89156bb7
2,16,1,2,False,euler,2,absolute,74ca205a014f.yaml,f578d7b8a89f
3,16,1,2,False,euler,2,absolute,74ca205a014f.yaml,5ef7293d403d
4,16,1,2,False,euler,2,absolute,74ca205a014f.yaml,9878163ad535
1,16,1,2,False,euler,5,residual,e190b3ffb6c4.yaml,7b4e76fbc891
2,16,1,2,False,euler,5,residual,e190b3ffb6c4.yaml,5b9f230b4989
3,16,1,2,False,euler,5,residual,e190b3ffb6c4.yaml,c18a79f38000
4,16,1,2,False,euler,5,residual,e190b3ffb6c4.yaml,6d67806672ee
1,16,1,2,False,euler,5,absolute,cfc0ff5d7ed5.yaml,1a7662d35763
2,16,1,2,False,euler,5,absolute,cfc0ff5d7ed5.yaml,bd8e6ff943ea
3,16,1,2,False,euler,5,absolute,cfc0ff5d7ed5.yaml,5f1a35b9cd35
4,16,1,2,False,euler,5,absolute,cfc0ff5d7ed5.yaml,4d22f0e5a36f
1,16,1,1,True,zoh,2,residual,2dd0effd4eaa.yaml,0e00bfb6f56f
2,16,1,1,True,zoh,2,residual,2dd0effd4eaa.yaml,1f528998b2db
3,16,1,1,True,zoh,2,residual,2dd0effd4eaa.yaml,86568b3bb224
4,16,1,1,True,zoh,2,residual,2dd0effd4eaa.yaml,ee6a075784ba
1,16,1,1,True,zoh,2,absolute,1f85bdcac665.yaml,3add5cafa3aa
2,16,1,1,True,zoh,2,absolute,1f85bdcac665.yaml,5d68b30d5d70
3,16,1,1,True,zoh,2,absolute,1f85bdcac665.yaml,132fb3b91648
4,16,1,1,True,zoh,2,absolute,1f85bdcac665.yaml,745f829d11bb
1,16,1,1,True,zoh,5,residual,e6a7c96b6238.yaml,2de31a8c73ef
2,16,1,1,True,zoh,5,residual,e6a7c96b6238.yaml,3b0004fcb587
3,16,1,1,True,zoh,5,residual,e6a7c96b6238.yaml,8ebe64f094ec
4,16,1,1,True,zoh,5,residual,e6a7c96b6238.yaml,cc2e630740dd
1,16,1,1,True,zoh,5,absolute,e55362674c24.yaml,91a262c64956
2,16,1,1,True,zoh,5,absolute,e55362674c24.yaml,88b014b088cb
3,16,1,1,True,zoh,5,absolute,e55362674c24.yaml,102b9d4b5083
4,16,1,1,True,zoh,5,absolute,e55362674c24.yaml,74e79e7f4078
1,16,1,1,True,euler,2,residual,6bdb1f777147.yaml,cf305a75c126
2,16,1,1,True,euler,2,residual,6bdb1f777147.yaml,1c27597a77e7
3,16,1,1,True,euler,2,residual,6bdb1f777147.yaml,71aece5e92cd
4,16,1,1,True,euler,2,residual,6bdb1f777147.yaml,1750c7ab9e69
1,16,1,1,True,euler,2,absolute,6c96a27f9442.yaml,244d5fec8753
2,16,1,1,True,euler,2,absolute,6c96a27f9442.yaml,2a89ca024898
3,16,1,1,True,euler,2,absolute,6c96a27f9442.yaml,67d782eb510d
4,16,1,1,True,euler,2,absolute,6c96a27f9442.yaml,749100525e74
1,16,1,1,True,euler,5,residual,bb58c81598f5.yaml,05d68a6ede10
2,16,1,1,True,euler,5,residual,bb58c81598f5.yaml,75767c73f5d5
3,16,1,1,True,euler,5,residual,bb58c81598f5.yaml,b188f70f84c4
4,16,1,1,True,euler,5,residual,bb58c81598f5.yaml,c474681c7d7e
1,16,1,1,True,euler,5,absolute,3decab14ae37.yaml,a75f2054e429
2,16,1,1,True,euler,5,absolute,3decab14ae37.yaml,7306f13b7104
3,16,1,1,True,euler,5,absolute,3decab14ae37.yaml,0cf9e691c27b
4,16,1,1,True,euler,5,absolute,3decab14ae37.yaml,f446f9c52e4e
1,16,1,1,False,zoh,2,residual,2e2427afcb6d.yaml,05c01bd0dcff
2,16,1,1,False,zoh,2,residual,2e2427afcb6d.yaml,79b9fe80ddeb
3,16,1,1,False,zoh,2,residual,2e2427afcb6d.yaml,185be660b08d
4,16,1,1,False,zoh,2,residual,2e2427afcb6d.yaml,9e5cc77f2066
1,16,1,1,False,zoh,2,absolute,f3d4525d7380.yaml,43154a0f90df
2,16,1,1,False,zoh,2,absolute,f3d4525d7380.yaml,ae454150646f
3,16,1,1,False,zoh,2,absolute,f3d4525d7380.yaml,ab6614f09e01
4,16,1,1,False,zoh,2,absolute,f3d4525d7380.yaml,45fd4a7172bb
1,16,1,1,False,zoh,5,residual,34c8e0ce4fc4.yaml,8ab7c3ecff3e
2,16,1,1,False,zoh,5,residual,34c8e0ce4fc4.yaml,969405ec7761
3,16,1,1,False,zoh,5,residual,34c8e0ce4fc4.yaml,c07ee2e2cfcc
4,16,1,1,False,zoh,5,residual,34c8e0ce4fc4.yaml,a915d5645ff9
1,16,1,1,False,zoh,5,absolute,a2cc2653da36.yaml,6bb0ec757fea
2,16,1,1,False,zoh,5,absolute,a2cc2653da36.yaml,9630240c4114
3,16,1,1,False,zoh,5,absolute,a2cc2653da36.yaml,b23b4b36a5b7
4,16,1,1,False,zoh,5,absolute,a2cc2653da36.yaml,c4ecf0881531
1,16,1,1,False,euler,2,residual,c08b62a11771.yaml,a4cab7f2fe52
2,16,1,1,False,euler,2,residual,c08b62a11771.yaml,0746c73c4c40
3,16,1,1,False,euler,2,residual,c08b62a11771.yaml,4feb8d644b38
4,16,1,1,False,euler,2,residual,c08b62a11771.yaml,08c51d5d8534
1,16,1,1,False,euler,2,absolute,914a2c45f15c.yaml,58f88595860d
2,16,1,1,False,euler,2,absolute,914a2c45f15c.yaml,bed4879c68ce
3,16,1,1,False,euler,2,absolute,914a2c45f15c.yaml,77627a6fc0f6
4,16,1,1,False,euler,2,absolute,914a2c45f15c.yaml,574634b7dda1
1,16,1,1,False,euler,5,residual,152f4e53dc28.yaml,c3df98a6e025
2,16,1,1,False,euler,5,residual,152f4e53dc28.yaml,e7f621197737
3,16,1,1,False,euler,5,residual,152f4e53dc28.yaml,5ae0f8bc03b1
4,16,1,1,False,euler,5,residual,152f4e53dc28.yaml,9d896530abc2
1,16,1,1,False,euler,5,absolute,76d32d47d637.yaml,be8d6d8fcf67
2,16,1,1,False,euler,5,absolute,76d32d47d637.yaml,24b769774eef
3,16,1,1,False,euler,5,absolute,76d32d47d637.yaml,6e0b7ba372b7
4,16,1,1,False,euler,5,absolute,76d32d47d637.yaml,873c6f806add
1,8,4,2,True,zoh,2,residual,882f1bbbb7cd.yaml,53d656a091fd
2,8,4,2,True,zoh,2,residual,882f1bbbb7cd.yaml,1a6c3bc72c3b
3,8,4,2,True,zoh,2,residual,882f1bbbb7cd.yaml,5b7235e8c01d
4,8,4,2,True,zoh,2,residual,882f1bbbb7cd.yaml,ad952f662f53
1,8,4,2,True,zoh,2,absolute,5579dd6f38c5.yaml,0da04a62e762
2,8,4,2,True,zoh,2,absolute,5579dd6f38c5.yaml,ee9a782ec2c8
3,8,4,2,True,zoh,2,absolute,5579dd6f38c5.yaml,edbe77a63203
4,8,4,2,True,zoh,2,absolute,5579dd6f38c5.yaml,6234822dd4b3
1,8,4,2,True,zoh,5,residual,479d8c640969.yaml,a5b2abc9f46e
2,8,4,2,True,zoh,5,residual,479d8c640969.yaml,475f121cbd35
3,8,4,2,True,zoh,5,residual,479d8c640969.yaml,6496f7a7a875
4,8,4,2,True,zoh,5,residual,479d8c640969.yaml,9add939eefa6
1,8,4,2,True,zoh,5,absolute,3fe463966545.yaml,7389d475f15e
2,8,4,2,True,zoh,5,absolute,3fe463966545.yaml,e009aec18db0
3,8,4,2,True,zoh,5,absolute,3fe463966545.yaml,0d1f241b529c
4,8,4,2,True,zoh,5,absolute,3fe463966545.yaml,34258afe718d
1,8,4,2,True,euler,2,residual,b7fa91c2de83.yaml,8c7571539ddc
2,8,4,2,True,euler,2,residual,b7fa91c2de83.yaml,017025a2b72a
3,8,4,2,True,euler,2,residual,b7fa91c2de83.yaml,9ac632a9e8a6
4,8,4,2,True,euler,2,residual,b7fa91c2de83.yaml,48a3fffda3c9
1,8,4,2,True,euler,2,absolute,0637020176a6.yaml,cd6c8877a16d
2,8,4,2,True,euler,2,absolute,0637020176a6.yaml,9eec970e6bea
3,8,4,2,True,euler,2,absolute,0637020176a6.yaml,8e75ea7156cf
4,8,4,2,True,euler,2,absolute,0637020176a6.yaml,3c0523a29281
1,8,4,2,True,euler,5,residual,3a23d1de6afa.yaml,92dc972c5901
2,8,4,2,True,euler,5,residual,3a23d1de6afa.yaml,33d7963604d0
3,8,4,2,True,euler,5,residual,3a23d1de6afa.yaml,5fb2a81d21d9
4,8,4,2,True,euler,5,residual,3a23d1de6afa.yaml,90cde2dfd7bc
1,8,4,2,True,euler,5,absolute,9f5e6b517141.yaml,85ad76cce5d8
2,8,4,2,True,euler,5,absolute,9f5e6b517141.yaml,64009550e55c
3,8,4,2,True,euler,5,absolute,9f5e6b517141.yaml,0dd21755d181
4,8,4,2,True,euler,5,absolute,9f5e6b517141.yaml,9a7bd02566b1
1,8,4,2,False,zoh,2,residual,489f94bd9fcd.yaml,a44c4b500d74
2,8,4,2,False,zoh,2,residual,489f94bd9fcd.yaml,08c91d7f5e28
3,8,4,2,False,zoh,2,residual,489f94bd9fcd.yaml,1168bf7976cf
4,8,4,2,False,zoh,2,residual,489f94bd9fcd.yaml,3afa7f4c67a4
1,8,4,2,False,zoh,2,absolute,1ebc43a7d24a.yaml,94297cc289b1
2,8,4,2,False,zoh,2,absolute,1ebc43a7d24a.yaml,a4990b8f2af2
3,8,4,2,False,zoh,2,absolute,1ebc43a7d24a.yaml,d44e9bb56f04
4,8,4,2,False,zoh,2,absolute,1ebc43a7d24a.yaml,7229215c193d
1,8,4,2,False,zoh,5,residual,3877e7af512f.yaml,2e7cad0b2020
2,8,4,2,False,zoh,5,residual,3877e7af512f.yaml,e8fe0fcc1a01
3,8,4,2,False,zoh,5,residual,3877e7af512f.yaml,502a532b3178
4,8,4,2,False,zoh,5,residual,3877e7af512f.yaml,21094eeb312b
1,8,4,2,False,zoh,5,absolute,821887c2aceb.yaml,c7166e03a169
2,8,4,2,False,zoh,5,absolute,821887c2aceb.yaml,ff56ee18bd2b
3,8,4,2,False,zoh,5,absolute,821887c2aceb.yaml,a3cc78a7ecb1
4,8,4,2,False,zoh,5,absolute,821887c2aceb.yaml,507210d2936a
1,8,4,2,False,euler,2,residual,c76270425c9e.yaml,319c77ff2fe8
2,8,4,2,False,euler,2,residual,c76270425c9e.yaml,fd76dd74fa5f
3,8,4,2,False,euler,2,residual,c76270425c9e.yaml,6e748d3d7e07
4,8,4,2,False,euler,2,residual,c76270425c9e.yaml,14ac600f8aaa
1,8,4,2,False,euler,2,absolute,ff000eee3ae5.yaml,f04d4b37b3f7
2,8,4,2,False,euler,2,absolute,ff000eee3ae5.yaml,e2ef3791c5c5
3,8,4,2,False,euler,2,absolute,ff000eee3ae5.yaml,365a4a63df05
4,8,4,2,False,euler,2,absolute,ff000eee3ae5.yaml,9b5956f55e88
1,8,4,2,False,euler,5,residual,6e0a7dfaf515.yaml,c435ec15c26d
2,8,4,2,False,euler,5,residual,6e0a7dfaf515.yaml,eb5ec6b10b12
3,8,4,2,False,euler,5,residual,6e0a7dfaf515.yaml,2bbcf64f7b2b
4,8,4,2,False,euler,5,residual,6e0a7dfaf515.yaml,a015ea9bd09d
1,8,4,2,False,euler,5,absolute,92a13a9e7926.yaml,b12b1f67f1ae
2,8,4,2,False,euler,5,absolute,92a13a9e7926.yaml,149c4db13e6d
3,8,4,2,False,euler,5,absolute,92a13a9e7926.yaml,f10fec5687b9
4,8,4,2,False,euler,5,absolute,92a13a9e7926.yaml,0f08fd459b66
1,8,4,1,True,zoh,2,residual,b257164b50d8.yaml,adaafd0734ff
2,8,4,1,True,zoh,2,residual,b257164b50d8.yaml,462fcb00f4c8
3,8,4,1,True,zoh,2,residual,b257164b50d8.yaml,198d1508db7c
4,8,4,1,True,zoh,2,residual,b257164b50d8.yaml,70a2a2bedcac
1,8,4,1,True,zoh,2,absolute,626e866283d9.yaml,56fabbc65042
2,8,4,1,True,zoh,2,absolute,626e866283d9.yaml,5d7a699b44a0
3,8,4,1,True,zoh,2,absolute,626e866283d9.yaml,707eed7ca62c
4,8,4,1,True,zoh,2,absolute,626e866283d9.yaml,534021b4a601
1,8,4,1,True,zoh,5,residual,ce845a9fad00.yaml,9f1fd5394562
2,8,4,1,True,zoh,5,residual,ce845a9fad00.yaml,4769333a1cde
3,8,4,1,True,zoh,5,residual,ce845a9fad00.yaml,dc431560483d
4,8,4,1,True,zoh,5,residual,ce845a9fad00.yaml,d9caa70022cf
1,8,4,1,True,zoh,5,absolute,a234872cbbdf.yaml,187ca9d0499a
2,8,4,1,True,zoh,5,absolute,a234872cbbdf.yaml,68fda1831f18
3,8,4,1,True,zoh,5,absolute,a234872cbbdf.yaml,d19acd8175b4
4,8,4,1,True,zoh,5,absolute,a234872cbbdf.yaml,00e61d281aa1
1,8,4,1,True,euler,2,residual,a50245a10669.yaml,0f5602c303a5
2,8,4,1,True,euler,2,residual,a50245a10669.yaml,bc37b5702c6d
3,8,4,1,True,euler,2,residual,a50245a10669.yaml,d4a3c3058b71
4,8,4,1,True,euler,2,residual,a50245a10669.yaml,12abdb5279e6
1,8,4,1,True,euler,2,absolute,be582f1f1ccf.yaml,b7028cd9f8dd
2,8,4,1,True,euler,2,absolute,be582f1f1ccf.yaml,a5c93d663b28
3,8,4,1,True,euler,2,absolute,be582f1f1ccf.yaml,6cda4ae4b8c2
4,8,4,1,True,euler,2,absolute,be582f1f1ccf.yaml,982eb1ad824e
1,8,4,1,True,euler,5,residual,d176242a0dd8.yaml,cf33164fc51c
2,8,4,1,True,euler,5,residual,d176242a0dd8.yaml,c77d3d1c839e
3,8,4,1,True,euler,5,residual,d176242a0dd8.yaml,2b9576c0d8b1
4,8,4,1,True,euler,5,residual,d176242a0dd8.yaml,3d1807c730fd
1,8,4,1,True,euler,5,absolute,bbad50046565.yaml,87a40ec4edb6
2,8,4,1,True,euler,5,absolute,bbad50046565.yaml,3ab7ce2e1d05
3,8,4,1,True,euler,5,absolute,bbad50046565.yaml,68b267413072
4,8,4,1,True,euler,5,absolute,bbad50046565.yaml,a759867ea2c4
1,8,4,1,False,zoh,2,residual,61a995157d85.yaml,50e3ef07f16f
2,8,4,1,False,zoh,2,residual,61a995157d85.yaml,806ef4016a09
3,8,4,1,False,zoh,2,residual,61a995157d85.yaml,8ec559296c19
4,8,4,1,False,zoh,2,residual,61a995157d85.yaml,b1bc821df4f5
1,8,4,1,False,zoh,2,absolute,03b753959a76.yaml,c05ec8fbcfe9
2,8,4,1,False,zoh,2,absolute,03b753959a76.yaml,43458247f51a
3,8,4,1,False,zoh,2,absolute,03b753959a76.yaml,19356c41e205
4,8,4,1,False,zoh,2,absolute,03b753959a76.yaml,85b0f8b308a2
1,8,4,1,False,zoh,5,residual,301d265dd9ec.yaml,3c448c071721
2,8,4,1,False,zoh,5,residual,301d265dd9ec.yaml,177879fbde7d
3,8,4,1,False,zoh,5,residual,301d265dd9ec.yaml,511dd76ed0ec
4,8,4,1,False,zoh,5,residual,301d265dd9ec.yaml,6f3ba52e7193
1,8,4,1,False,zoh,5,absolute,94ced3aa4aae.yaml,2d0a052f2eb3
2,8,4,1,False,zoh,5,absolute,94ced3aa4aae.yaml,c1ce9df50aa6
3,8,4,1,False,zoh,5,absolute,94ced3aa4aae.yaml,c436175d838a
4,8,4,1,False,zoh,5,absolute,94ced3aa4aae.yaml,2bbfab7ac400
1,8,4,1,False,euler,2,residual,e0902212d370.yaml,dfe6f2bb093c
2,8,4,1,False,euler,2,residual,e0902212d370.yaml,cf247a8a8c68
3,8,4,1,False,euler,2,residual,e0902212d370.yaml,035e4816e7c8
4,8,4,1,False,euler,2,residual,e0902212d370.yaml,aae747b6575a
1,8,4,1,False,euler,2,absolute,126a0407ce85.yaml,4711137da4f3
2,8,4,1,False,euler,2,absolute,126a0407ce85.yaml,bc3e5a729a2f
3,8,4,1,False,euler,2,absolute,126a0407ce85.yaml,d851a45b3722
4,8,4,1,False,euler,2,absolute,126a0407ce85.yaml,7b7ec94509af
1,8,4,1,False,euler,5,residual,f00b20af3be7.yaml,537b8b31e867
2,8,4,1,False,euler,5,residual,f00b20af3be7.yaml,68bdd5038f91
3,8,4,1,False,euler,5,residual,f00b20af3be7.yaml,eaf47ba270c1
4,8,4,1,False,euler,5,residual,f00b20af3be7.yaml,cb2b2d8cbe36
1,8,4,1,False,euler,5,absolute,2db2c1791922.yaml,97a36754acf5
2,8,4,1,False,euler,5,absolute,2db2c1791922.yaml,c8dce6e56bac
3,8,4,1,False,euler,5,absolute,2db2c1791922.yaml,8288694ff3b9
4,8,4,1,False,euler,5,absolute,2db2c1791922.yaml,80fcf191b9c3
1,8,2,2,True,zoh,2,residual,3ec7186fad7e.yaml,201c928c631f
2,8,2,2,True,zoh,2,residual,3ec7186fad7e.yaml,a9a5646eac29
3,8,2,2,True,zoh,2,residual,3ec7186fad7e.yaml,71fb33295539
4,8,2,2,True,zoh,2,residual,3ec7186fad7e.yaml,f21cf2230143
1,8,2,2,True,zoh,2,absolute,a0a383946c6b.yaml,f3ad09d16a4f
2,8,2,2,True,zoh,2,absolute,a0a383946c6b.yaml,2e9a68cbbc20
3,8,2,2,True,zoh,2,absolute,a0a383946c6b.yaml,6ee3bc302024
4,8,2,2,True,zoh,2,absolute,a0a383946c6b.yaml,88008f8b4797
1,8,2,2,True,zoh,5,residual,9c7b699c7f1c.yaml,cf0e29a491d4
2,8,2,2,True,zoh,5,residual,9c7b699c7f1c.yaml,bfe86f8862af
3,8,2,2,True,zoh,5,residual,9c7b699c7f1c.yaml,9f55d58a696b
4,8,2,2,True,zoh,5,residual,9c7b699c7f1c.yaml,61d0b3f79cb1
1,8,2,2,True,zoh,5,absolute,a9b3aa236095.yaml,9892f670e9dd
2,8,2,2,True,zoh,5,absolute,a9b3aa236095.yaml,fe2296ce36e6
3,8,2,2,True,zoh,5,absolute,a9b3aa236095.yaml,692ba3a4180b
4,8,2,2,True,zoh,5,absolute,a9b3aa236095.yaml,c9be3ee825e5
1,8,2,2,True,euler,2,residual,b39731b66741.yaml,086acf0275b8
2,8,2,2,True,euler,2,residual,b39731b66741.yaml,a501188e9de1
3,8,2,2,True,euler,2,residual,b39731b66741.yaml,314dd8026707
4,8,2,2,True,euler,2,residual,b39731b66741.yaml,d94988354ca3
1,8,2,2,True,euler,2,absolute,65e54b29d55a.yaml,f6e8e1e98ead
2,8,2,2,True,euler,2,absolute,65e54b29d55a.yaml,2a7abc98baa1
3,8,2,2,True,euler,2,absolute,65e54b29d55a.yaml,32d18b1100fa
4,8,2,2,True,euler,2,absolute,65e54b29d55a.yaml,24d83bd23717
1,8,2,2,True,euler,5,residual,7659a24a7e09.yaml,fe0ec869e4ab
2,8,2,2,True,euler,5,residual,7659a24a7e09.yaml,04dacbe3cb26
3,8,2,2,True,euler,5,residual,7659a24a7e09.yaml,37dddb0d618b
4,8,2,2,True,euler,5,residual,7659a24a7e09.yaml,e0474765ca97
1,8,2,2,True,euler,5,absolute,74cb1dc2ae6e.yaml,6cf2d40b9d70
2,8,2,2,True,euler,5,absolute,74cb1dc2ae6e.yaml,76b297265750
3,8,2,2,True,euler,5,absolute,74cb1dc2ae6e.yaml,84fa03100f97
4,8,2,2,True,euler,5,absolute,74cb1dc2ae6e.yaml,0f6b4e89e42e
1,8,2,2,False,zoh,2,residual,e622e3993a72.yaml,04f342ed4dcb
2,8,2,2,False,zoh,2,residual,e622e3993a72.yaml,607f4d76d913
3,8,2,2,False,zoh,2,residual,e622e3993a72.yaml,4ca883bc4d0f
4,8,2,2,False,zoh,2,residual,e622e3993a72.yaml,9f4a94c6fb72
1,8,2,2,False,zoh,2,absolute,03108859d605.yaml,70141121fcc4
2,8,2,2,False,zoh,2,absolute,03108859d605.yaml,819a6e2d624b
3,8,2,2,False,zoh,2,absolute,03108859d605.yaml,708e69d4a6a3
4,8,2,2,False,zoh,2,absolute,03108859d605.yaml,4e01ebd8b0ef
1,8,2,2,False,zoh,5,residual,8db37834493c.yaml,90d828cefab8
2,8,2,2,False,zoh,5,residual,8db37834493c.yaml,89563497c890
3,8,2,2,False,zoh,5,residual,8db37834493c.yaml,be1a7cceb2e3
4,8,2,2,False,zoh,5,residual,8db37834493c.yaml,56c5f3c127d6
1,8,2,2,False,zoh,5,absolute,357999282b0a.yaml,af7bc2d1d01b
2,8,2,2,False,zoh,5,absolute,357999282b0a.yaml,75189cba0f28
3,8,2,2,False,zoh,5,absolute,357999282b0a.yaml,72bad5bfc9b7
4,8,2,2,False,zoh,5,absolute,357999282b0a.yaml,b0efc93ef043
1,8,2,2,False,euler,2,residual,352f70960ed3.yaml,b77482e85dc3
2,8,2,2,False,euler,2,residual,352f70960ed3.yaml,d610f3c01dd7
3,8,2,2,False,euler,2,residual,352f70960ed3.yaml,03828168f4c2
4,8,2,2,False,euler,2,residual,352f70960ed3.yaml,3660d1d10006
1,8,2,2,False,euler,2,absolute,9ad5dbc2026e.yaml,f8e8ae9ef513
2,8,2,2,False,euler,2,absolute,9ad5dbc2026e.yaml,1153e929ecf2
3,8,2,2,False,euler,2,absolute,9ad5dbc2026e.yaml,79c7163f5c81
4,8,2,2,False,euler,2,absolute,9ad5dbc2026e.yaml,16a59abc3860
1,8,2,2,False,euler,5,residual,2080ccd602db.yaml,16e7bf50a163
2,8,2,2,False,euler,5,residual,2080ccd602db.yaml,2570dbbba686
3,8,2,2,False,euler,5,residual,2080ccd602db.yaml,77ad3d587099
4,8,2,2,False,euler,5,residual,2080ccd602db.yaml,fe105b86cd73
1,8,2,2,False,euler,5,absolute,755a0a3e56ff.yaml,ed449df77c3e
2,8,2,2,False,euler,5,absolute,755a0a3e56ff.yaml,9a4f600a35bb
3,8,2,2,False,euler,5,absolute,755a0a3e56ff.yaml,0e32fe92a053
4,8,2,2,False,euler,5,absolute,755a0a3e56ff.yaml,5d07f594b92d
1,8,2,1,True,zoh,2,residual,58fd79f02b2d.yaml,08bf71867940
2,8,2,1,True,zoh,2,residual,58fd79f02b2d.yaml,d95c8afdfcd9
3,8,2,1,True,zoh,2,residual,58fd79f02b2d.yaml,4078471fce5d
4,8,2,1,True,zoh,2,residual,58fd79f02b2d.yaml,35eaea523fa8
1,8,2,1,True,zoh,2,absolute,501d2c3f7d5e.yaml,759d86026884
2,8,2,1,True,zoh,2,absolute,501d2c3f7d5e.yaml,bfffa4399d1e
3,8,2,1,True,zoh,2,absolute,501d2c3f7d5e.yaml,1d2d7c846f0d
4,8,2,1,True,zoh,2,absolute,501d2c3f7d5e.yaml,3dbb5c7f2427
1,8,2,1,True,zoh,5,residual,3af0837d06c8.yaml,d8c55c7e9df8
2,8,2,1,True,zoh,5,residual,3af0837d06c8.yaml,986ea6ee9d60
3,8,2,1,True,zoh,5,residual,3af0837d06c8.yaml,ea51c4ee8780
4,8,2,1,True,zoh,5,residual,3af0837d06c8.yaml,e29ffdcc6c71
1,8,2,1,True,zoh,5,absolute,111bff90b019.yaml,e0d3742f23c5
2,8,2,1,True,zoh,5,absolute,111bff90b019.yaml,f9e57afdc2a6
3,8,2,1,True,zoh,5,absolute,111bff90b019.yaml,fde29406b807
4,8,2,1,True,zoh,5,absolute,111bff90b019.yaml,59b1670e86f6
1,8,2,1,True,euler,2,residual,b4778c6ea130.yaml,15fba0d893ec
2,8,2,1,True,euler,2,residual,b4778c6ea130.yaml,5a5092fe492c
3,8,2,1,True,euler,2,residual,b4778c6ea130.yaml,347547edf691
4,8,2,1,True,euler,2,residual,b4778c6ea130.yaml,48b649894833
1,8,2,1,True,euler,2,absolute,2d7e72a6f75b.yaml,2041f7947635
2,8,2,1,True,euler,2,absolute,2d7e72a6f75b.yaml,f54cd71e3be5
3,8,2,1,True,euler,2,absolute,2d7e72a6f75b.yaml,65d14aa83573
4,8,2,1,True,euler,2,absolute,2d7e72a6f75b.yaml,c608234db6ff
1,8,2,1,True,euler,5,residual,2dc8cc6f42c8.yaml,6166287e3bdb
2,8,2,1,True,euler,5,residual,2dc8cc6f42c8.yaml,d67a7590a30f
3,8,2,1,True,euler,5,residual,2dc8cc6f42c8.yaml,0830ea6202b0
4,8,2,1,True,euler,5,residual,2dc8cc6f42c8.yaml,012e76aac649
1,8,2,1,True,euler,5,absolute,5ceae663b8cd.yaml,a689eaaeece3
2,8,2,1,True,euler,5,absolute,5ceae663b8cd.yaml,ae6e6be23752
3,8,2,1,True,euler,5,absolute,5ceae663b8cd.yaml,58a2faa910ca
4,8,2,1,True,euler,5,absolute,5ceae663b8cd.yaml,2e3442232ce3
1,8,2,1,False,zoh,2,residual,27a2b2159d54.yaml,d19d06b1cbfa
2,8,2,1,False,zoh,2,residual,27a2b2159d54.yaml,6113e39b9d0d
3,8,2,1,False,zoh,2,residual,27a2b2159d54.yaml,5c85ed464806
4,8,2,1,False,zoh,2,residual,27a2b2159d54.yaml,c98d7ae3831b
1,8,2,1,False,zoh,2,absolute,75fcdf406e71.yaml,a8b3e2794807
2,8,2,1,False,zoh,2,absolute,75fcdf406e71.yaml,ebee98d4e11f
3,8,2,1,False,zoh,2,absolute,75fcdf406e71.yaml,4fc80a9cd090
4,8,2,1,False,zoh,2,absolute,75fcdf406e71.yaml,b858856e4780
1,8,2,1,False,zoh,5,residual,d476a6605cb4.yaml,70875183dd79
2,8,2,1,False,zoh,5,residual,d476a6605cb4.yaml,0d40415b79bb
3,8,2,1,False,zoh,5,residual,d476a6605cb4.yaml,b2a3c55fde35
4,8,2,1,False,zoh,5,residual,d476a6605cb4.yaml,dea08273e188
1,8,2,1,False,zoh,5,absolute,edf14d47dd95.yaml,85e2808903cb
2,8,2,1,False,zoh,5,absolute,edf14d47dd95.yaml,2c8bfddbee6b
3,8,2,1,False,zoh,5,absolute,edf14d47dd95.yaml,b708214e5d1d
4,8,2,1,False,zoh,5,absolute,edf14d47dd95.yaml,7f4f227a26ac
1,8,2,1,False,euler,2,residual,f4c0e20e66b2.yaml,ac827ae4b94b
2,8,2,1,False,euler,2,residual,f4c0e20e66b2.yaml,697a1c15dc1e
3,8,2,1,False,euler,2,residual,f4c0e20e66b2.yaml,aadcd8f8fcc0
4,8,2,1,False,euler,2,residual,f4c0e20e66b2.yaml,5f3436416266
1,8,2,1,False,euler,2,absolute,df64a18951b9.yaml,f6b978ae76b4
2,8,2,1,False,euler,2,absolute,df64a18951b9.yaml,f34de54253c2
3,8,2,1,False,euler,2,absolute,df64a18951b9.yaml,2e0029e55f7a
4,8,2,1,False,euler,2,absolute,df64a18951b9.yaml,7a19537142c2
1,8,2,1,False,euler,5,residual,3fe21e376734.yaml,6caef9c9317f
