"translation_unit","source_file","source_line","function","frame_bytes","qualifier"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1579","HAL_RCC_GetPLL2TFreq","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1474","HAL_RCC_GetPLL1QFreq","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","1364","HAL_UART_Receive_IT","8","static,ignoring_inline_asm"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","3947","UART_DMARxHalfCplt","8","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_rms_f32.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_rms_f32.c","126","arm_rms_f32","8","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_rms_q15.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_rms_q15.c","71","arm_rms_q15","8","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_dot_prod_q7.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_dot_prod_q7.c","106","arm_dot_prod_q7","8","static"
"Core\Src\syscalls.su","../Core/Src/syscalls.c","142","_fork","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_clip_q15.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_clip_q15.c","112","arm_clip_q15","8","static"
"Drivers\BSP\STM32H7xx_Nucleo\stm32h7rsxx_nucleo.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/BSP/STM32H7RSxx_Nucleo/stm32h7rsxx_nucleo.c","285","BSP_LED_GetState","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_clip_q7.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_clip_q7.c","112","arm_clip_q7","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_clip_q31.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_clip_q31.c","112","arm_clip_q31","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","4197","UART_DMARxOnlyAbortCallback","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","4164","UART_DMATxOnlyAbortCallback","8","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_power_q15.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_power_q15.c","100","arm_power_q15","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1459","HAL_RCC_GetPLL1PFreq","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","2129","HAL_UART_AbortTransmit_IT","8","static,ignoring_inline_asm"
"Drivers\BSP\STM32H7xx_Nucleo\stm32h7rsxx_nucleo.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/BSP/STM32H7RSxx_Nucleo/stm32h7rsxx_nucleo.c","270","BSP_LED_Toggle","8","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_power_q31.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_power_q31.c","100","arm_power_q31","8","static"
"Drivers\BSP\STM32H7xx_Nucleo\stm32h7rsxx_nucleo.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/BSP/STM32H7RSxx_Nucleo/stm32h7rsxx_nucleo.c","254","BSP_LED_Off","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_mult_q31.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_mult_q31.c","100","arm_mult_q31","8","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\MatrixFunctions\arm_mat_add_q31.su","../Middlewares/CMSIS-DSP/Source/MatrixFunctions/arm_mat_add_q31.c","130","arm_mat_add_q31","8","static,ignoring_inline_asm"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","4398","UART_RxISR_8BIT","8","static,ignoring_inline_asm"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1639","HAL_RCC_GetPLL3SFreq","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1624","HAL_RCC_GetPLL3RFreq","8","static"
"Middlewares\CMSIS-DSP\Source\MatrixFunctions\arm_mat_add_q15.su","../Middlewares/CMSIS-DSP/Source/MatrixFunctions/arm_mat_add_q15.c","131","arm_mat_add_q15","8","static,ignoring_inline_asm"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_pwr_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_pwr_ex.c","1337","HAL_PWREx_PVD_AVD_IRQHandler","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","3856","UART_DMATxHalfCplt","8","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_and_u32.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_and_u32.c","48","arm_and_u32","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1609","HAL_RCC_GetPLL3QFreq","8","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","4489","UART_RxISR_16BIT","8","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_add_q31.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_add_q31.c","102","arm_add_q31","8","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","365","arm_rfft_init_q15","8","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_absmax_f32.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_absmax_f32.c","213","arm_absmax_f32","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_fast_init_f64.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_fast_init_f64.c","281","arm_rfft_fast_init_f64","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix4_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix4_init_q15.c","66","arm_cfft_radix4_init_q15","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_exti.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_exti.c","536","HAL_EXTI_GetPending","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_exti.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_exti.c","498","HAL_EXTI_IRQHandler","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix4_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix4_init_f32.c","65","arm_cfft_radix4_init_f32","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_radix4_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_radix4_init_q31.c","65","arm_cfft_radix4_init_q31","4","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_absmax_f64.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_absmax_f64.c","47","arm_absmax_f64","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","131","arm_rfft_init_8192_q31","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","155","arm_rfft_init_4096_q31","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","326","arm_rfft_init_32_q15","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal.c","1072","HAL_SBS_GetEXTIConfig","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","203","arm_rfft_init_1024_q31","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","227","arm_rfft_init_512_q31","4","static"
"Middlewares\CMSIS-DSP\Source\MatrixFunctions\arm_mat_add_f32.su","../Middlewares/CMSIS-DSP/Source/MatrixFunctions/arm_mat_add_f32.c","237","arm_mat_add_f32","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","179","arm_rfft_init_2048_q31","4","static"
"Middlewares\CMSIS-DSP\Source\InterpolationFunctions\arm_linear_interp_q7.su","../Middlewares/CMSIS-DSP/Source/InterpolationFunctions/arm_linear_interp_q7.c","53","arm_linear_interp_q7","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","230","arm_rfft_init_512_q15","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","134","arm_rfft_init_8192_q15","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","158","arm_rfft_init_4096_q15","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","206","arm_rfft_init_1024_q15","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","302","arm_rfft_init_64_q15","4","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_absmin_f64.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_absmin_f64.c","47","arm_absmin_f64","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","254","arm_rfft_init_256_q15","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","278","arm_rfft_init_128_q15","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma.c","1491","HAL_DMA_ConfigChannelAttributes","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma.c","1535","HAL_DMA_GetConfigChannelAttributes","4","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_absmin_f32.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_absmin_f32.c","234","arm_absmin_f32","4","static"
"Middlewares\CMSIS-DSP\Source\MatrixFunctions\arm_mat_sub_f32.su","../Middlewares/CMSIS-DSP/Source/MatrixFunctions/arm_mat_sub_f32.c","233","arm_mat_sub_f32","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma_ex.c","801","HAL_DMAEx_List_Start","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma_ex.c","3081","HAL_DMAEx_List_LinkQ","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_dma.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_dma.c","1569","HAL_DMA_LockChannelAttributes","4","static"
"Middlewares\CMSIS-DSP\Source\MatrixFunctions\arm_mat_scale_q15.su","../Middlewares/CMSIS-DSP/Source/MatrixFunctions/arm_mat_scale_q15.c","133","arm_mat_scale_q15","4","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q15.c","182","arm_rfft_init_2048_q15","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_cortex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_cortex.c","186","HAL_NVIC_SetPriority","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_mfcc_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_mfcc_init_q31.c","91","arm_mfcc_init_q31","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","251","arm_rfft_init_256_q31","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","275","arm_rfft_init_128_q31","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","323","arm_rfft_init_32_q31","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_mfcc_init_q15.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_mfcc_init_q15.c","89","arm_mfcc_init_q15","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_rfft_init_q31.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_rfft_init_q31.c","299","arm_rfft_init_64_q31","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_cortex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_cortex.c","308","HAL_NVIC_GetPriority","4","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_min_f64.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_min_f64.c","47","arm_min_f64","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f32.c","235","arm_cfft_init_32_f32","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f32.c","221","arm_cfft_init_64_f32","4","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_sub_q7.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_sub_q7.c","100","arm_sub_q7","4","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_sub_q15.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_sub_q15.c","103","arm_sub_q15","4","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_min_f32.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_min_f32.c","260","arm_min_f32","4","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_or_u16.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_or_u16.c","56","arm_or_u16","4","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_offset_q31.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_offset_q31.c","98","arm_offset_q31","4","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f32.c","207","arm_cfft_init_128_f32","4","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_scale_q15.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_scale_q15.c","120","arm_scale_q15","4","static,ignoring_inline_asm"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_min_no_idx_q31.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_min_no_idx_q31.c","103","arm_min_no_idx_q31","4","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_or_u8.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_or_u8.c","48","arm_or_u8","4","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_xor_u16.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_xor_u16.c","56","arm_xor_u16","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f64.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f64.c","139","arm_cfft_init_256_f64","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f64.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f64.c","126","arm_cfft_init_512_f64","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f64.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f64.c","113","arm_cfft_init_1024_f64","4","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_max_no_idx_q31.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_max_no_idx_q31.c","104","arm_max_no_idx_q31","4","static"
"Middlewares\CMSIS-DSP\Source\ComplexMathFunctions\arm_cmplx_mag_squared_q31.su","../Middlewares/CMSIS-DSP/Source/ComplexMathFunctions/arm_cmplx_mag_squared_q31.c","107","arm_cmplx_mag_squared_q31","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f64.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f64.c","152","arm_cfft_init_128_f64","4","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_mean_q7.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_mean_q7.c","95","arm_mean_q7","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f32.c","249","arm_cfft_init_16_f32","4","static"
"Middlewares\CMSIS-DSP\Source\BasicMathFunctions\arm_xor_u8.su","../Middlewares/CMSIS-DSP/Source/BasicMathFunctions/arm_xor_u8.c","48","arm_xor_u8","4","static"
"Middlewares\CMSIS-DSP\Source\StatisticsFunctions\arm_mean_q15.su","../Middlewares/CMSIS-DSP/Source/StatisticsFunctions/arm_mean_q15.c","96","arm_mean_q15","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f64.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f64.c","99","arm_cfft_init_2048_f64","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f64.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f64.c","86","arm_cfft_init_4096_f64","4","static"
"Middlewares\CMSIS-DSP\Source\TransformFunctions\arm_cfft_init_f32.su","../Middlewares/CMSIS-DSP/Source/TransformFunctions/arm_cfft_init_f32.c","193","arm_cfft_init_256_f32","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","3396","UART_AdvFeatureConfig","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","3033","HAL_LIN_SendBreak","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","1657","HAL_RCC_GetOscConfig","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_rcc.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_rcc.c","2246","RCC_PLL3_GetVCOOutputFreq","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart_ex.c","389","HAL_MultiProcessorEx_AddressLength_Set","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart_ex.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart_ex.c","1005","UARTEx_SetNbDataToProcess.part.0","4","static"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","4332","UART_TxISR_16BIT_FIFOEN","4","static,ignoring_inline_asm"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","4292","UART_TxISR_8BIT_FIFOEN","4","static,ignoring_inline_asm"
"Drivers\STM32H7RSxx_HAL_Driver\stm32h7rsxx_hal_uart.su","D:/Tudor/Master/Disertatie/ssm-mcu-asd-deploy/nucleo-h7s3l8-ssm-mamba-asd/Drivers/STM32H7RSxx_HAL_Driver/Src/stm32h7rsxx_hal_uart.c","3795","UART_EndRxTransfer","4","static,ignoring_inline_asm"
